ci1	ci2	or_mean	or_se	lor_mean	lor_se
0.2965630813815258	0.48746999792037327	0.3920165396509495	0.04772672913471186	-0.967010931471983	0.12424219915323853
0	0.06266748091448493	0.031333740457242465	0.015666870228621232	-Inf	Inf
0.3929070386065404	0.5973020834099425	0.49510456100824146	0.05109876120085052	-0.7247572646416655	0.10471248671890859
0.34399681566576645	0.6807858935184596	0.512391354592113	0.0841972694631733	-0.7258151504117929	0.17065386401267635
0.33653433072502825	0.6119585420195124	0.4742464363722703	0.06885605282362103	-0.7900729263534609	0.14949109289544416
0.23698410055174315	0.5935507534235236	0.41526742698763336	0.08914166321794512	-0.9806973897544775	0.22953241831123902
0.19226743442597793	0.5463043980493616	0.36928591623766976	0.08850924090584592	-1.1267234707440013	0.2610722588715888
0.28827144379075686	0.6335419828785479	0.4609067133346524	0.08631763477194776	-0.8501408698357443	0.19685592986736816
0.3901337119290708	0.691020551094643	0.5405771315118569	0.07522170979139305	-0.6554257310414467	0.1429200082384124
0.25460754990326306	0.6257265493907791	0.4401670496470211	0.09277974987187901	-0.9184368823473618	0.2247975284856581
0.49992241836783036	0.8388152759117995	0.6693688471398149	0.08472321438599228	-0.43453356217882877	0.12938439684226022
0.41471666275245694	0.686563916718417	0.550640289735437	0.06796181349149001	-0.6281078425952219	0.12602594484253804
0.42111772188209984	0.7612918895466585	0.5912048057143792	0.08504354191613966	-0.5687906470586122	0.14802610645286304
0.36034232716081654	0.7268350139962649	0.5435886705785408	0.0916231717088621	-0.6698782793204147	0.17541125562943322
0.35134239381741605	0.6712209642287262	0.5112816790230712	0.07996964260282755	-0.7223254701960183	0.16183428991566112
0.42186958913404143	0.781500401501431	0.6016849953177362	0.08990770309184738	-0.5547993292786241	0.15412985695765782
0.24547595073865164	0.6092407775079074	0.42735836412327954	0.09094120669231394	-0.9500490104599283	0.22725364320870906
0.2862414990005961	0.6170092488357104	0.45162537391815327	0.08269193745877858	-0.8668953437745156	0.19201203929733618
0.458014752232611	0.7727372775181741	0.6153760148753926	0.07868063132139078	-0.5193350236406357	0.13075943081558994
0.29093982290601533	0.6525631907136071	0.47175150680981126	0.09040584195189795	-0.8307430639008716	0.20194788171601658
0.2082229470865927	0.537790999831836	0.37300697345921435	0.08239201318631081	-1.0947155913830953	0.2372151604686659
0.19226743442597793	0.5463043980493616	0.36928591623766976	0.08850924090584592	-1.1267234707440013	0.2610722588715888
0.3151197066349858	0.638719864735938	0.4769197856854619	0.08090003952523805	-0.801546004177766	0.17662834355250345
0.49992241836783036	0.8388152759117995	0.6693688471398149	0.08472321438599228	-0.43453356217882877	0.12938439684226022
0.4064492465764764	0.7630158994482569	0.5847325730123667	0.08914166321794512	-0.5853863111516797	0.157454950654
0.35464677305101366	0.6669486461351063	0.51079770959306	0.07807546827102316	-0.720837609337579	0.15789769050290814
0.21849959849856906	0.5781304108659586	0.39831500468226383	0.0899077030918474	-1.0344634567034334	0.24325382263994996
0.4433135124790022	0.7430241048073687	0.5931688086431854	0.07492764808209162	-0.5552524241891582	0.1291128159693663
0.42150328448812835	0.7234329717538803	0.5724681281210043	0.075482421816438	-0.5938375454122238	0.1350450818892312
0.3429836492476941	0.6088071043273577	0.4758953767875259	0.06645586376991591	-0.7831631529462529	0.14345467491899117
0.31382850921472316	0.6601085846090221	0.48696854691187264	0.08657001884857474	-0.7871297633121672	0.18588941397655057
0.36034232716081654	0.7268350139962649	0.5435886705785408	0.0916231717088621	-0.6698782793204147	0.17541125562943322
0.313436083281583	0.585283337247543	0.449359710264563	0.06796181349149	-0.8479095163017994	0.15612515223670748
0.16851715074700246	0.49288000031517487	0.33069857553108867	0.0810907123920431	-1.244103645578567	0.26830705197110033
0.4065597460045231	0.6764458236275752	0.5415027848160492	0.06747151940576303	-0.6454636510305244	0.1272803665614312
0.8942371899254208	1	0.9471185949627103	0.026440702518644804	-0.055892112941120196	0.027946056470560098
0.22408014007872376	0.5222785035613742	0.373179321820049	0.0745495908706626	-1.0726529122762347	0.21154930531302962
0.34424742308761874	0.6366217418612179	0.4904345824744183	0.07309357969339979	-0.7589871193032598	0.15370375384119472
0.4103372161060338	0.7165062719107134	0.5634217440083735	0.07654226395116989	-0.6120721286197577	0.1393519252032815
0.40821445411990526	0.7369017627485157	0.5725581084342105	0.08217182715715261	-0.6006316544624044	0.1476654826819826
0.19745864791234224	0.5351136291089578	0.36628613851065	0.08441374529915388	-1.1237511290012798	0.24923748261063466
0.2999072209275436	0.5874558770583267	0.44368154899293516	0.07188716403269577	-0.8681181271981306	0.16808199426725065
0.433178076850381	0.6791799353262911	0.556179006088336	0.06150046461897751	-0.6117377793202413	0.11243429663546074
0.4741019604551343	0.7072744508168057	0.59068820563597	0.058293122590417856	-0.5463346858486143	0.09999909406254469
0.26549146659474904	0.5256214912235491	0.395556478909149	0.0650325061572	-0.9846732517083567	0.17074966399719194
0.30539135394074357	0.5190879938174442	0.4122396738790939	0.053424159969175156	-0.9209215312323438	0.1326198329863083
0.2834180791835372	0.6567447618392659	0.47008142051140156	0.09333167066393218	-0.8406459931090984	0.21009308338922594
0.3079634436047323	0.6645555216114442	0.48625948260808827	0.08914801950167796	-0.7932055214997348	0.1922843355740101
0.4582134014026767	0.7243872757320272	0.591300338567352	0.06654346858233763	-0.5514246899181487	0.11449778576989714
0.3932419761169219	0.6818508214313914	0.5375463987741567	0.07215221132861738	-0.6581372616233707	0.13759643982708591
0.4880164753616766	0.7048064393313185	0.5964114573464976	0.054197490992410474	-0.5336190903592836	0.09189351117627671
0.5158916795538282	0.7960402644190006	0.6559659719864144	0.07003714621629309	-0.4449819849294779	0.10843823697669011
0.36335543082481064	0.6366445691751894	0.5	0.06832228458759469	-0.7319587654031351	0.14020750504471352
0.3039071135156736	0.6115278775270854	0.4577174955213795	0.07690519100285294	-0.8414139540221998	0.17480960894435932
0.514257754635689	0.5694014284046353	0.5418295915201621	0.013785918442236561	-0.6141001332924746	0.025465268882409242
0.4335727211864423	0.49520214740078994	0.4643874342936161	0.01540735655358691	-0.7692424822092461	0.033226630509706784
0.4219777882335636	0.49705333657450457	0.4595155624040341	0.018768887085235247	-0.780930271220623	0.04093616481418447
0.4240366592397043	0.6884489975932769	0.5562428284164906	0.06610308458839316	-0.6156247040718268	0.12115533147242147
0.2631679946886624	0.5789038572876704	0.4210359259881664	0.07893396564975198	-0.9407907762191631	0.19708595571637305
0.37654726011007555	0.6882381209776504	0.532392690543863	0.0779227152168937	-0.675166054808267	0.15077282997537475
0.5071199996848251	0.8314828492529975	0.6693014244689113	0.0810907123920431	-0.43177611223190554	0.12361575269791006
0.5411063486052488	0.8772051901276451	0.709155769366447	0.08402471038059908	-0.3725768936918574	0.12078127396706588
0.5325289003570653	0.8625430967044982	0.6975359985307819	0.08250354908685822	-0.3889941370157931	0.1205619864422367
0.34325523816073417	0.7165819208164628	0.5299185794885984	0.09333167066393215	-0.7012718387559111	0.1840045676058737
0.4069694329708481	0.7535292647022493	0.5802493488365488	0.08663995793285031	-0.5910023114690539	0.15400744407830458
0.29778666641819634	0.648707162948588	0.4732469146833922	0.08773012413259791	-0.8220759050831379	0.19465101413198127
0.34194757705096196	0.6580524229490381	0.5	0.07902621147451903	-0.7457842589201822	0.16365678911259096
0.30897944890535706	0.6098662880709291	0.45942286848814307	0.07522170979139302	-0.8344980292096922	0.16999124174169178
0.31176187902234964	0.6234527398899244	0.46760730945613704	0.0779227152168937	-0.818998952826229	0.173258318999911
0.35527299712990773	0.6447270028700922	0.5	0.07236350143504612	-0.7368985410936483	0.1489851189734725
0.42362141874657594	0.6925845665595811	0.5581029926530785	0.0672407869532513	-0.6131200167603841	0.1228975430797702
0	0.1028179242590126	0.0514089621295063	0.02570448106475315	-Inf	Inf
0	0.1028179242590126	0.0514089621295063	0.02570448106475315	-Inf	Inf
0.39017774067137206	0.609822259328628	0.5	0.05491112966431398	-0.7178703203955088	0.11164128898603876
0.48547830656293667	0.7508159323622695	0.6181471194626031	0.06633440644983321	-0.5046077144505594	0.10900648023505075
0.3921530161878853	0.7452381772653042	0.5686955967265948	0.08827129026935472	-0.6150772893040704	0.1605129393176314
0.4376194993872672	0.6005775917782957	0.5190985455827815	0.040739523097757135	-0.6681344514397867	0.07913550879220346
0.4461905682219938	0.7663606749341801	0.606275621578087	0.08004252667804658	-0.5365557501330152	0.13522669253974653
0.40274911026690097	0.5758365681702555	0.48929283921857825	0.04327186447583864	-0.7306864302173833	0.08937751792749332
0.20491734696948188	0.49919498929429984	0.3520561681318909	0.07356941058120449	-1.139953533054117	0.22259751680273385
0.351292837051412	0.7022133335818037	0.5267530853166078	0.08773012413259793	-0.6998265684417679	0.1731542706550947
0.23870811045334156	0.5788822781179002	0.40879519428562083	0.08504354191613965	-0.9895849550038729	0.22146440680488855
0.3490381524237042	0.6509618475762958	0.5	0.07548092378814791	-0.740939143926771	0.1558174497811132
0.3370209191298709	0.589674925983388	0.4633479225566295	0.06316350171337927	-0.8078970714101026	0.13985660228843455
0.4369224550969267	0.7889996835760072	0.612961069336467	0.08801930711977014	-0.5324944535519186	0.14775254718561232
0.22408014007872376	0.5222785035613742	0.373179321820049	0.0745495908706626	-1.0726529122762347	0.21154930531302962
0.4140288431940573	0.5374691937168812	0.47574901845546924	0.030860087630705968	-0.7513517363353526	0.06523395084870878
0.1227948098723549	0.45889365139475125	0.2908442306335531	0.08402471038059908	-1.4380886605602217	0.329575934242581
0	0.08809730287880235	0.044048651439401176	0.022024325719700588	-Inf	Inf
0.48015897670315816	0.6315310852472245	0.5558450309751913	0.037843027136016574	-0.5966230711961489	0.06850747862711831
0.39119289567264226	0.6570163507523059	0.5241046232124741	0.06645586376991591	-0.6793004375748869	0.12962703187874774
0.2508794115607629	0.5462586205875398	0.39856901607415135	0.07384480225669424	-0.9937228193122694	0.19453003400568059
0	0.10888116067935294	0.05444058033967647	0.027220290169838235	-Inf	Inf
0.27810762967640934	0.6037919829857288	0.44094980633106906	0.08142108832732986	-0.892136311252314	0.19380538592788776
0.4537193514936225	0.5123662958207729	0.4830428236571977	0.014661736081787585	-0.7294959644058214	0.03039023809807606
0.4280553649349597	0.4859106815060926	0.4569830232205262	0.014463829142783227	-0.7851165946613357	0.03169306989013482
0.41448350977412	0.5443706921414511	0.4794271009577855	0.03247179559183276	-0.7444234667116698	0.06814931095118659
0.9947451600343157	0.9999760704110957	0.9973606152227057	0.0013077275941950073	-0.0026463125358834544	0.001311191330330991
0.35020994705771896	0.558087045081069	0.454148496069394	0.05196927450583751	-0.816231394798741	0.11649553040046845
0.36034232716081654	0.7268350139962649	0.5435886705785408	0.0916231717088621	-0.6698782793204147	0.17541125562943322
0.42109614271232965	0.7368320053113375	0.5789640740118336	0.07893396564975197	-0.5851447303032588	0.13987468679033177
0.3742484283137492	0.6934405671485987	0.5338444977311739	0.07979803470871237	-0.6744625990055979	0.15418642812404
0.3200405088602259	0.6358220290786673	0.4779312689694466	0.07894538005461034	-0.7960721421529976	0.17161777942951156
0.25476182273469583	0.6078469838121148	0.4313044032734053	0.08827129026935474	-0.9326291494218475	0.21739852468483623
0.2881952242478097	0.5778959479640873	0.43304558610594845	0.0724251809290694	-0.8962393069290575	0.17393892979511305
0.2633794250813038	0.567503572747829	0.4154414989145664	0.07603103691663131	-0.9503339198033375	0.19191284287391458
0	0.08604383629402845	0.043021918147014226	0.021510959073507113	-Inf	Inf
0.22122786206106526	0.5306374519671666	0.37593265701411593	0.07735239747652534	-1.0711191570842074	0.21872145074856772
0.4385598490119575	0.8007013749879655	0.6196306119999615	0.09053538149400199	-0.5232631036908734	0.15049794350911422
0.42099724937311955	0.7524576235233263	0.5867274364482229	0.0828650935375517	-0.574769788538082	0.14517959516927642
0.42186958913404143	0.781500401501431	0.6016849953177362	0.08990770309184738	-0.5547993292786241	0.15412985695765782
0.30612242188819916	0.5456173849844173	0.4258699034363082	0.059873740774054524	-0.8948037472465642	0.14448321913020282
0.36962350460145543	0.5864947894767305	0.47805914703909297	0.05421782121881877	-0.7644309207807373	0.11541971287751018
0.35464677305101366	0.6669486461351063	0.51079770959306	0.07807546827102316	-0.720837609337579	0.15789769050290814
0.43445311919059704	0.6268857861463643	0.5306694526684806	0.048108166738941804	-0.6503290751451654	0.09166908047336966
0.39795911756811214	0.5547237992898209	0.47634145842896647	0.03919117043042718	-0.7553454733490539	0.0830302626513916
0.3901337119290708	0.691020551094643	0.5405771315118569	0.07522170979139305	-0.6554257310414467	0.1429200082384124
0.3972659985510193	0.6027340014489807	0.5	0.05136700072449035	-0.7147142529956574	0.10421747406220783
0.3792379031170195	0.6085924908861954	0.49391519700160746	0.05733864694229397	-0.7330989690273154	0.11824629454589934
0.3306059730517574	0.6984543492876587	0.5145301611697081	0.09196209405897533	-0.7328567421113165	0.18698564216995878
0.23870811045334156	0.5788822781179002	0.40879519428562083	0.08504354191613965	-0.9895849550038729	0.22146440680488855
0.4668231136757777	0.6663411375897698	0.5665821256327738	0.04987950597849801	-0.5838791928075903	0.08896283591496544
0.39620801701427116	0.7218923703235907	0.5590501936689309	0.08142108832732987	-0.6258475664660043	0.14998417184522395
0.21849959849856906	0.5781304108659586	0.39831500468226383	0.0899077030918474	-1.0344634567034334	0.24325382263994996
0.31887496423416395	0.681125035765836	0.5	0.09056251788291803	-0.7634827991258292	0.18973670777844892
0.42186958913404143	0.781500401501431	0.6016849953177362	0.08990770309184738	-0.5547993292786241	0.15412985695765782
0.2731649860037351	0.6396576728391834	0.45641132942145923	0.09162317170886207	-0.8722507269617459	0.21271429752095083
0.3581204745925288	0.6418795254074712	0.5	0.07093976270373559	-0.7351202380069848	0.1458827949884163
0.30897944890535706	0.6098662880709291	0.45942286848814307	0.07522170979139302	-0.8344980292096922	0.16999124174169178
0.35642299586933485	0.5692269609085161	0.46282497838892545	0.05320099125979531	-0.7975565551976953	0.11704025381402619
0.38178817466365095	0.5743982540203645	0.4780932143420077	0.048152519839178384	-0.7586608208374638	0.10211425996329077
0.36350653101484653	0.7189338057061838	0.5412201683605151	0.08885681867283432	-0.6709720025135865	0.17049300631395897
0.41252798771525073	0.6168446238982306	0.5146863058067407	0.05107915904574496	-0.6842946692084082	0.1005782786469822
0.34193532404040117	0.5529653893328967	0.44745035668664895	0.05275751632312389	-0.8327967686580793	0.12016845106908511
0.4168036543454294	0.675194027977	0.5459988411612147	0.06459759340789266	-0.6339476007591617	0.12059621009943126
0.33544447838855584	0.6920365563952677	0.5137405173919118	0.08914801950167797	-0.7302076615095245	0.18104558195527165
0.1509836644230284	0.47478106034048573	0.31288236238175704	0.08094934897936433	-1.3177425687268283	0.28642053096074904
0.1422285290975251	0.4803606582289093	0.3112945936632172	0.08453303228284605	-1.341769120539509	0.30427551731571567
0.7737751284472205	0.9734364303592397	0.8736057794032301	0.049915325478004785	-0.14169836786106088	0.05738780573290167
0.35050049030628755	0.5855458179220887	0.46802315411418816	0.05876133190395029	-0.7918020091437781	0.12829558224399032
0.4332670521932967	0.7513500134122562	0.5923085328027764	0.07952074030473986	-0.5611423325180931	0.13762932992928403
0.5560061048348177	0.7725190570054163	0.664262580920117	0.05412823804264966	-0.4225373030624698	0.08221935090531343
0.200005688010695	0.4895036378583614	0.34475466293452817	0.0723744874619166	-1.1618864290200164	0.22376152188250983
0.2859632642550582	0.5507338090514404	0.41834853665324934	0.06619263619909556	-0.9241978074024106	0.16384705783524411
0.3741519450790942	0.66339490839654	0.5187734267378171	0.07231074082936145	-0.6967390606597281	0.14317711657416884
0.3306389693437023	0.5473522239937236	0.43899559666871296	0.054178313662505334	-0.8546954950883272	0.1260163654253504
0.06760011285873463	0.20240954443386117	0.1350048286462979	0.033702357893781634	-2.1458039064067864	0.2741708600099586
0.5191336131610756	0.8191506030917161	0.6691421081263959	0.0750042474826601	-0.4275406554770541	0.11402666500089871
0.31660082299742354	0.6212799839125356	0.46894040345497956	0.07616979022877801	-0.8130434854724781	0.16853502328981668
0.43077303909148396	0.6435770041306652	0.5371750216110746	0.05320099125979531	-0.6414437567889459	0.10036508111123935
0.4972091504223348	0.6967052312971225	0.5969571908597286	0.04987402021869691	-0.5300686919514868	0.08433791182844887
0.5774106822882981	0.8890767004411605	0.7332436913647293	0.07791650453821561	-0.33338664061509327	0.10790743531842517
0.20400307445511998	0.5487546447826517	0.37637885961888584	0.08618789258188292	-1.0948620323626137	0.2473790910152199
0	0.08041993976357587	0.04020996988178793	0.020104984940893966	-Inf	Inf
0	0.024133676190225772	0.012066838095112886	0.006033419047556443	-Inf	Inf
0.32877903577127376	0.648657606182584	0.48871832097692885	0.07996964260282755	-0.7726098252563645	0.16987977619810923
0.35134239381741605	0.6712209642287262	0.5112816790230712	0.07996964260282755	-0.7223254701960183	0.16183428991566112
0.4483815012521565	0.5751447557457994	0.5117631284989779	0.031690813623410724	-0.677622182196663	0.06224433072575633
0.351292837051412	0.7022133335818037	0.5267530853166078	0.08773012413259793	-0.6998265684417679	0.1731542706550947
0.4503441243589754	0.7243200629622442	0.5873320936606098	0.06849398465081719	-0.5601325880192506	0.11880533982538177
0.21473211811438903	0.5507688358126774	0.38275047696353326	0.0840091794245721	-1.067402041779294	0.2354809740950835
0.351292837051412	0.7022133335818037	0.5267530853166078	0.08773012413259793	-0.6998265684417679	0.1731542706550947
0.46641454546464955	0.7295434947971613	0.5979790201309054	0.06578223733312794	-0.5390083739018068	0.11183604192828248
0	0.0252918814875166	0.0126459407437583	0.00632297037187915	-Inf	Inf
0.3921530161878853	0.7452381772653042	0.5686955967265948	0.08827129026935472	-0.6150772893040704	0.1605129393176314
0.473505760646776	0.7604775965434142	0.6169916785950951	0.07174295897415954	-0.5106999134507855	0.11844564344127455
0.4582134014026767	0.7243872757320272	0.591300338567352	0.06654346858233763	-0.5514246899181487	0.11449778576989714
0.21812503509615178	0.5400572140755621	0.3790911245858569	0.08048304474485257	-1.0693835090853732	0.22665165802041098
0.5060409585374464	0.852654815245299	0.6793478868913727	0.08665346417696315	-0.4202690760478373	0.1304342955982921
0.4492311641873226	0.7852678818856109	0.6172495230364667	0.08400917942457208	-0.5209740250202632	0.1396218282087078
0.3306059730517574	0.6984543492876587	0.5145301611697081	0.09196209405897533	-0.7328567421113165	0.18698564216995878
0.256290925483658	0.5671791092799631	0.4117350173818105	0.07772204594907627	-0.9642610939157189	0.1985904790807192
0.4069694329708481	0.7535292647022493	0.5802493488365488	0.08663995793285031	-0.5910023114690539	0.15400744407830458
0.4075652408917766	0.7448589516735323	0.5762120962826545	0.08432342769543894	-0.596057331953913	0.1507484634070408
0.42786035365358244	0.5838307166856215	0.505845535169602	0.03899259075800976	-0.6935513100066932	0.07770355157186501
0.4769658103539733	0.719651303162276	0.5983085567581247	0.060671373202075676	-0.5346494762583323	0.10283049540555227
0.4300737455285712	0.5699262544714288	0.5	0.03496312723571439	-0.7030234442069304	0.0703875697815089
0.48473660512597205	0.6531083338632643	0.5689224694946182	0.042092932184323056	-0.5750809397330866	0.07453433902430869
0.35877918646556844	0.6007848322388705	0.4797820093522195	0.060501411443325506	-0.7672832920037331	0.1288824336061043
0.42245322580711553	0.7065451261594055	0.5644991759832605	0.07102297508807248	-0.6045223762612963	0.1285770851005253
0.42362141874657594	0.6925845665595811	0.5581029926530785	0.0672407869532513	-0.6131200167603841	0.1228975430797702
0.42099724937311955	0.7524576235233263	0.5867274364482229	0.0828650935375517	-0.574769788538082	0.14517959516927642
0.47187995521011955	0.8271257784739607	0.6495028668420402	0.0888114558159603	-0.4704145816981273	0.1403080381141594
0.37885764395707133	0.728149803585133	0.5535037237711022	0.08732303990701543	-0.6439216159346326	0.16333656906799318
0.3009478030075077	0.6281892527934811	0.4645685279004944	0.08181036244649337	-0.832866120583881	0.18397616031107947
0.23206571879994428	0.5245154825908369	0.3782906006953906	0.07311244094772315	-1.0530075047795568	0.2038635859802109
0.451816814044587	0.5635198567544681	0.5076683353995276	0.027925760677470282	-0.6840155839160115	0.05523143802195274
0.23870811045334156	0.5788822781179002	0.40879519428562083	0.08504354191613965	-0.9895849550038729	0.22146440680488855
0.4435546859741658	0.5597563383232376	0.5016555121487016	0.02905041308726794	-0.6965939397229548	0.05817011982252693
0.36982875821285827	0.5249521243064428	0.44739044125965055	0.03878084152339613	-0.8195817042314977	0.0875667459427539
0.34197919026838575	0.4973778604348782	0.41967852535163197	0.03884966754162311	-0.8857053250640021	0.09365003293762833
0.2173679064180961	0.3641274201524244	0.29074766328526025	0.03668987843358207	-1.2682076785005298	0.12897813063192637
0.3182378118698928	0.4619396384253376	0.39008872514761517	0.035925456638861195	-0.9586386944091989	0.09315882260698796
0.45636749549789846	0.7642794531367836	0.610323474317341	0.07697798940972128	-0.5266393315993124	0.12890877563043945
0.4011589686735288	0.6601734121625107	0.5306661904180198	0.06475361087224547	-0.6643251161993073	0.12453619171340438
0.4426065199671983	0.6421944614110373	0.5424004906891178	0.04989698536095975	-0.628969121088195	0.09305249966269907
0	0.07870510040684309	0.039352550203421544	0.019676275101710772	-Inf	Inf
0.4338615386095294	0.7596121063559645	0.596736822482747	0.08143764193660878	-0.5549885968066184	0.1400206172198337
0.22166543042549672	0.5643602882286098	0.39301285932705327	0.08567371445077829	-1.0393242632787223	0.23363092037952812
0.3606447033847417	0.6592430351651022	0.509943869274922	0.07464958294509012	-0.7182625125168305	0.15079974696334766
0.42957098434420965	0.64982986098217	0.5397004226631898	0.055064719159490086	-0.6380064909286961	0.10348089411899859
0.3921573487311228	0.5895152298746057	0.49083628930286427	0.049339470285870726	-0.7322734220020568	0.10190934895234136
0.32704193399613635	0.5166006390849223	0.4218212865405293	0.04738967627219648	-0.8890760195047113	0.11429542914086693
0.3668991953249541	0.5799934678349337	0.47344633157994387	0.0532735681274949	-0.7737032893273065	0.11448242573432549
0.33795705386667574	0.516006123195276	0.42698158853097584	0.04451226733215005	-0.8732365490256939	0.10579995105611148
0.4693348430650794	0.6555463639461836	0.5624406035056315	0.04655288022027605	-0.5893625309006676	0.08353814163939176
0.46806896371973145	0.8142809082834339	0.6411749360015827	0.08655298614092562	-0.48229475594273236	0.13842243980122118
0.40274911026690097	0.5758365681702555	0.48929283921857825	0.04327186447583864	-0.7306864302173833	0.08937751792749332
0.35585587295832966	0.5434009513431212	0.4496284121507254	0.04688626959619788	-0.821568656306559	0.10583041251929193
0.44245890054432774	0.5648663332846595	0.5036626169144937	0.030601858185082945	-0.6932869265277891	0.061060386222901386
0.4034188229047924	0.6887249726088706	0.5460718977568315	0.07132653742601953	-0.6403466252446672	0.13371668432972325
0.4408386265784604	0.7085659233267534	0.574702274952607	0.06693182418707325	-0.5817942872378633	0.11864105469533497
0.545736871282449	0.7485144738647365	0.6471256725735928	0.050694400645571874	-0.4476415391376206	0.07898840049442135
0.524218578502791	0.81390116282513	0.6690598706639606	0.07242064608058477	-0.42588144451637844	0.10998255128691713
0.1855618098259211	0.5097025466518911	0.3476321782389061	0.0810351842064925	-1.1791476055507002	0.25260982013810074
0.27656702824611973	0.5784967155118717	0.42753187187899566	0.07548242181643798	-0.9163122402765744	0.18449491515902613
0.3549727568274602	0.6143608760259325	0.48466681642669635	0.06484702979961807	-0.7614435056510105	0.13713536406578763
0.3015456507123413	0.6693940269482426	0.48546983883029193	0.09196209405897532	-0.8001081377666934	0.19936286226430455
0.3483119662886287	0.5955080776335789	0.4719100219611038	0.06179902783623756	-0.7864985358768404	0.13407910502705686
0.4142678897316582	0.6286733350021945	0.5214706123669264	0.05360136131763407	-0.6726929675893771	0.10427473509237653
0.4321317113407396	0.7238725761355362	0.578002143738138	0.07293521619869917	-0.5810823758714556	0.1289712369862276
0.3016245422922003	0.5677301833191022	0.4346773628056513	0.06652641025672547	-0.8823406375010349	0.15811581750503895
0.4484710821781699	0.7048535718445066	0.5766623270113382	0.06409562241658417	-0.5758381367822618	0.11303646976426227
